,player_code,first_name,web_name,second_name,player_name,position_id,position,team,round,value,selected,fixture,round_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,expected_fpl_minutes,expected_fpl_cleansheet_eligible,expected_goals,expected_assists,expected_goals_conceded,xbonus,expected_fpl_points,fpl_points_over_expected
14540,518,Wayne,Hennessey,Hennessey,Wayne Hennessey,1,GK,Nott'm Forest,9,4000000,175947,LEI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15072,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,1,4000000,8744,BOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15073,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,2,4000000,13638,EVE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15074,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,3,4000000,9711,CRY (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15075,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,4,4000000,8533,WHU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15076,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,5,4000000,7813,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15077,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,6,4000000,7154,MCI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15078,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,8,4000000,6592,SOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15079,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,9,4000000,6400,LEE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15080,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,10,4000000,6219,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15081,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,11,4000000,6075,CHE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15082,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,12,4000000,5891,FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15083,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,13,4000000,5859,BRE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15084,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,14,4000000,5770,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15085,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,15,4000000,5672,MUN (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15086,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,16,4000000,5581,BHA (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15087,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,17,4000000,5328,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15088,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,18,4000000,5290,TOT (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15089,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,19,4000000,5252,WOL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15090,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,20,4000000,5201,LEE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15091,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,21,4000000,5165,SOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15092,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,22,4000000,5101,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15093,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,23,4000000,5076,MCI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15094,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,24,4000000,5049,ARS (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15095,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,25,4000000,5018,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15096,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,26,4000000,4998,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15097,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,27,4000000,4977,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15098,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,28,4000000,4952,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15099,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,29,4000000,9870,CHE (A) / LEI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15100,537,Kaine,Kesler Hayden,Kesler Hayden,Kaine Kesler Hayden,2,DEF,Aston Villa,30,4000000,4927,NFO (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15159,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,1,4000000,15679,LEI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15160,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,2,4000000,24458,MUN (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15161,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,3,4000000,28840,FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15162,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,4,4000000,30275,EVE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15163,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,5,4000000,30219,CRY (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15164,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,6,4000000,27326,LEE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15165,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,8,4000000,22410,ARS (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15166,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,9,4000000,21068,BOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15167,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,10,4000000,19867,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15168,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,11,4000000,19151,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15169,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,12,4000000,18250,CHE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15170,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,13,4000000,18077,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15171,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,14,4000000,17545,WOL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15172,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,15,4000000,17067,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15173,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,16,4000000,16670,MCI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15174,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,17,4000000,15426,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15175,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,18,4000000,15236,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15176,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,19,4000000,15129,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15177,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,20,4000000,14924,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15178,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,21,4000000,14817,LEE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15179,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,22,4000000,14565,SOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15180,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,23,4000000,14439,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15181,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,24,4000000,14359,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15182,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,26,4000000,14190,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15183,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,27,4000000,28208,EVE (A) / SOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15184,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,28,4000000,14047,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15185,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,29,4000000,27958,BHA (A) / MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15186,540,Fin,Stevens,Stevens,Fin Stevens,2,DEF,Brentford,30,4000000,13946,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15215,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,1,4000000,6488,MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15216,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,2,4000000,10048,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15217,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,3,4000000,9670,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15218,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,4,4000000,8470,LEE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15219,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,5,4000000,7952,FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15220,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,6,4000000,7383,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15221,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,9,4000000,6501,LIV (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15222,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,10,4000000,6280,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15223,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,11,4000000,6143,BRE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15224,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,12,4000000,5886,NFO (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15225,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,13,4000000,5882,MCI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15226,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,14,4000000,5763,CHE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15227,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,15,4000000,5645,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15228,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,16,4000000,5527,AVL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15229,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,17,4000000,5110,SOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15230,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,18,4000000,5070,ARS (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15231,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,19,4000000,5042,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15232,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,20,4000000,4988,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15233,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,21,4000000,4951,LEI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15234,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,22,4000000,4874,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15235,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,23,4000000,4842,CRY (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15236,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,24,4000000,4809,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15237,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,26,4000000,4744,WHU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15238,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,27,4000000,9422,LEE (A) / CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15239,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,29,4000000,9316,BRE (H) / BOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15240,542,Kjell,Scherpen,Scherpen,Kjell Scherpen,1,GK,Brighton,30,4000000,4648,TOT (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15241,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,1,4000000,14644,MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15242,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,2,4000000,24265,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15243,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,3,4000000,27536,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15244,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,4,4000000,25953,LEE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15245,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,5,4000000,21017,FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15246,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,6,4000000,18130,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15247,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,9,4000000,15298,LIV (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15248,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,10,4000000,14570,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15249,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,11,4000000,14081,BRE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15250,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,12,4000000,13469,NFO (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15251,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,13,4000000,13410,MCI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15252,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,14,4000000,13059,CHE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15253,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,15,4000000,12746,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15254,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,16,4000000,12505,AVL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15255,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,17,4000000,11637,SOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15256,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,18,4000000,11515,ARS (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15257,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,19,4000000,11444,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15258,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,20,4000000,11293,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15259,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,21,4000000,11203,LEI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15260,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,22,4000000,11052,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15261,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,23,4000000,10973,CRY (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15262,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,24,4000000,10896,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15263,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,26,4000000,10777,WHU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15264,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,27,4000000,21410,LEE (A) / CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15265,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,29,4000000,21230,BRE (H) / BOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15266,543,Matt,Clarke,Clarke,Matt Clarke,2,DEF,Brighton,30,4000000,10580,TOT (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15267,544,Jan Paul,Van Hecke,van Hecke,Jan Paul van Hecke,2,DEF,Brighton,1,4000000,13447,MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15268,544,Jan Paul,Van Hecke,van Hecke,Jan Paul van Hecke,2,DEF,Brighton,2,4000000,24072,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15269,544,Jan Paul,Van Hecke,van Hecke,Jan Paul van Hecke,2,DEF,Brighton,3,4000000,29179,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15271,544,Jan Paul,Van Hecke,van Hecke,Jan Paul van Hecke,2,DEF,Brighton,5,4000000,34473,FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15272,544,Jan Paul,Van Hecke,van Hecke,Jan Paul van Hecke,2,DEF,Brighton,6,4000000,34989,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15273,544,Jan Paul,Van Hecke,van Hecke,Jan Paul van Hecke,2,DEF,Brighton,9,4000000,35694,LIV (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15274,544,Jan Paul,Van Hecke,van Hecke,Jan Paul van Hecke,2,DEF,Brighton,10,4000000,36302,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15275,544,Jan Paul,Van Hecke,van Hecke,Jan Paul van Hecke,2,DEF,Brighton,11,4000000,36152,BRE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15276,544,Jan Paul,Van Hecke,van Hecke,Jan Paul van Hecke,2,DEF,Brighton,12,4000000,34198,NFO (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15277,544,Jan Paul,Van Hecke,van Hecke,Jan Paul van Hecke,2,DEF,Brighton,13,4000000,34837,MCI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15278,544,Jan Paul,Van Hecke,van Hecke,Jan Paul van Hecke,2,DEF,Brighton,14,4000000,34557,CHE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
15279,544,Jan Paul,Van Hecke,van Hecke,Jan Paul van Hecke,2,DEF,Brighton,15,4000000,34100,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
